anzsco_code,occupation,share_fulltime,avg_fulltime_hours,median_fulltime_earnings,median_fulltime_hourly_earnings
711914,Sterilisation Technicians,58.0,41.0,,
711999,Machine Operators (not covered elsewhere),73.0,45.0,,
712211,Drillers,93.0,68.0,,
712212,Miners,94.0,63.0,,
712213,Shot Firers,94.0,68.0,,
712911,Boiler and Engine Operators,94.0,48.0,,
712912,Bulk Materials Handling Plant Operators,88.0,51.0,,
712913,Cement Production Plant Operators,92.0,42.0,,
712914,Concrete Batching Plant Operators,95.0,52.0,,
712915,Concrete Pump Operators,81.0,47.0,,
712916,Paper and Pulp Mill Operators,91.0,45.0,,
712917,Railway Signal Operators,90.0,45.0,,
712918,Train Controllers,93.0,43.0,,
712921,Waste Water and Water Plant Operators,93.0,45.0,,
712922,Weighbridge Operators,76.0,44.0,,
712999,Stationary Plant Operators (not covered elsewhere),88.0,56.0,,
721111,Agricultural and Horticultural Mobile Plant Operators,81.0,48.0,,
721112,Logging Plant Operators,93.0,52.0,,
721211,Earthmoving Plant Operators (General),90.0,49.0,,
721212,Backhoe Operators,84.0,43.0,,
721213,Bulldozer Operators,91.0,60.0,,
721214,Excavator Operators,86.0,47.0,,
721215,Grader Operators,92.0,52.0,,
721216,Loader Operators,85.0,50.0,,
721911,Aircraft Baggage Handlers and Airline Ground Crews,41.0,41.0,,
721912,Linemarkers,73.0,44.0,,
721913,Paving Plant Operators,88.0,45.0,,
721914,Railway Track Plant Operators,90.0,44.0,,
721915,Road Roller Operators,85.0,44.0,,
721916,Streetsweeper Operators,88.0,41.0,,
721999,Mobile Plant Operators (not covered elsewhere),84.0,50.0,,
731111,Chauffeurs,34.0,44.0,,
731112,Taxi Drivers,52.0,48.0,,
731199,Other Automobile Drivers,39.0,44.0,,
731211,Bus Drivers,60.0,42.0,,
731212,Charter and Tour Bus Drivers,36.0,40.0,,
731213,Passenger Coach Drivers,52.0,42.0,,
731311,Train Drivers,92.0,44.0,,
731312,Tram Drivers,88.0,42.0,,
733111,Truck Drivers (General),84.0,50.0,,
733112,Aircraft Refuellers,78.0,42.0,,
733113,Furniture Removalist Drivers,46.0,43.0,,
733114,Tanker Drivers,89.0,52.0,,
733115,Tow Truck Drivers,78.0,49.0,,
811411,Commercial Housekeepers,20.0,44.0,,
811412,Domestic Housekeepers,24.0,47.0,,
811511,Laundry Workers (General),44.0,40.0,,
811512,Drycleaners,38.0,43.0,,
811513,Ironers and Pressers,22.0,36.0,,
811611,Carpet Cleaners,37.0,42.0,,
811612,Window Cleaners,27.0,40.0,,
811699,Cleaners (not covered elsewhere),61.0,43.0,,
821111,Builder's Labourers,73.0,44.0,,
821112,"Drainage, Sewerage and Stormwater Labourers",92.0,43.0,,
821113,Earthmoving Labourers,78.0,44.0,,
821114,Plumber's Assistants,65.0,41.0,,
821411,Building Insulation Installers,69.0,43.0,,
821412,Home Improvement Installers,73.0,43.0,,
821711,Construction Riggers,88.0,52.0,,
821712,Scaffolders,80.0,47.0,,
821713,Steel Fixers,76.0,44.0,,
821714,Structural Steel Erectors,85.0,41.0,,
821911,Crane Chasers,80.0,48.0,,
821912,Driller's Assistants,92.0,70.0,,
821913,Laggers,80.0,43.0,,
821914,Mining Support Workers,87.0,57.0,,
821915,Surveyor's Assistants,56.0,51.0,,
831111,Baking Factory Workers,68.0,40.0,,
831112,Brewery Workers,80.0,42.0,,
831113,Confectionery Makers,73.0,42.0,,
831114,Dairy Products Makers,78.0,42.0,,
831115,Fruit and Vegetable Factory Workers,58.0,41.0,,
831116,Grain Mill Workers,89.0,42.0,,
831117,Sugar Mill Workers,95.0,45.0,,
831118,Winery Cellar Hands,80.0,39.0,,
831199,Other Food and Drink Factory Workers,73.0,42.0,,
831211,Meat Boners and Slicers,79.0,40.0,,
831212,Slaughterers,80.0,40.0,,
831311,Meat Process Workers,78.0,41.0,,
831312,Poultry Process Workers,75.0,41.0,,
831313,Seafood Process Workers,54.0,41.0,,
832111,Chocolate Packers,51.0,36.0,,
832112,Container Fillers,61.0,41.0,,
832113,Fruit and Vegetable Packers,51.0,42.0,,
832114,Meat Packers,70.0,40.0,,
832115,Seafood Packers,46.0,39.0,,
832199,Other Packers,48.0,40.0,,
839211,Plastics Factory Workers,78.0,41.0,,
839212,Rubber Factory Workers,77.0,44.0,,
839311,Product Examiners,80.0,42.0,,
839312,Product Graders,61.0,41.0,,
839313,Product Testers,83.0,43.0,,
839411,Paper and Pulp Mill Workers,76.0,44.0,,
839412,Sawmill and Timber Yard Workers,81.0,40.0,,
839413,Wood and Wood Products Factory Workers,76.0,39.0,,
839911,Cement and Concrete Plant Workers,84.0,42.0,,
839912,Chemical Plant Workers,81.0,40.0,,
839913,Clay Processing Factory Workers,82.0,39.0,,
839914,Fabric and Textile Factory Workers,58.0,40.0,,
839915,Footwear Factory Workers,78.0,35.0,,
839916,Glass Processing Workers,85.0,38.0,,
839917,Hide and Skin Processing Workers,88.0,40.0,,
839918,Recycling Workers,52.0,41.0,,
839999,Factory Process Workers (not covered elsewhere),48.0,40.0,,
841211,Fruit and Nut Farm Workers,65.0,41.0,,
841212,Fruit and Nut Pickers,51.0,41.0,,
841213,"Grain, Oilseed and Pasture Farm Workers",74.0,46.0,,
841214,Vegetable Farm Workers,57.0,42.0,,
841215,Vegetable Pickers,50.0,40.0,,
841216,Vineyard Workers,61.0,41.0,,
841217,Mushroom Pickers,57.0,40.0,,
841299,Other Crop Farm Workers,65.0,44.0,,
841311,Forestry Workers,66.0,42.0,,
841312,Logging Assistants,77.0,41.0,,
841313,Tree Fallers,81.0,49.0,,
841411,Garden Labourers,51.0,41.0,,
841412,Nursery Hands (Horticulture),51.0,40.0,,
841511,Beef Cattle Farm Workers,71.0,51.0,,
841512,Dairy Cattle Farm Workers,59.0,47.0,,
841513,Mixed Livestock Farm Workers,66.0,46.0,,
841514,Poultry Farm Workers,59.0,41.0,,
841515,Sheep Farm Workers,61.0,45.0,,
841516,Stablehands,51.0,43.0,,
841517,Wool Handlers,53.0,38.0,,
841599,Other Livestock Farm Workers,76.0,43.0,,
841911,Hunter-Trappers,70.0,46.0,,
841913,Pest Controllers,68.0,42.0,,
841999,"Farm, Forestry and Garden Workers (not covered elsewhere)",61.0,43.0,,
851211,Pastrycook's Assistants,30.0,39.0,,
851299,Other Food Trades Assistants,25.0,37.0,,
891111,Freight Handlers (Rail or Road),59.0,42.0,,
891112,Truck Driver's Offsiders,46.0,42.0,,
891113,Waterside Workers,67.0,44.0,,
899211,Deck Hands,73.0,58.0,,
899212,Fishing Hands,62.0,54.0,,
899411,Motor Vehicle Parts and Accessories Fitters (General),84.0,41.0,,
899412,Autoglaziers,78.0,41.0,,
899413,Exhaust and Muffler Repairers,82.0,40.0,,
899414,Radiator Repairers,86.0,37.0,,
899415,Tyre Fitters,84.0,46.0,,
899511,Printer's Assistants,66.0,40.0,,
899512,Printing Table Workers,60.0,39.0,,
899911,Bicycle Mechanics,55.0,40.0,,
899912,Car Park Attendants,46.0,41.0,,
899913,Crossing Supervisors,1.0,26.0,,
899914,Electrical and Telecommunications Trades Assistants,70.0,43.0,,
899915,Leaflet and Newspaper Deliverers,6.0,38.0,,
899916,Mechanic's Assistants,70.0,44.0,,
899917,Railways Assistants,87.0,42.0,,
899918,Sign Erectors,68.0,42.0,,
899921,Ticket Collectors and Ushers,18.0,38.0,,
899922,Trolley Collectors,19.0,40.0,,
899923,Road Traffic Controllers,52.0,45.0,,
899999,Labourers (not covered elsewhere),68.0,45.0,,
