ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-40011569,PR-40026645,Chabad Youth Holiday Program - Harrietville,Chabad Youth Limited,Centre-Based Care,22 Bon Accord Trk,HARRIETVILLE,VIC,3741,408740011,,"?€?	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",300.0,6/12/2017,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-25,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Feb-19,8/4/2022,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,No,21142
SE-40011590,PR-00002149,Wyndham Vale Primary School Kindergarten,Child & Family Care Network Inc,Centre-Based Care,85 Ribblesdale Avenue,WYNDHAM VALE,VIC,3024,429631056,,,33.0,13/04/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-19,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,9:00,16:30,8:30,16:00,9:00,16:30,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22883
SE-40011611,PR-40011145,Lara Lake PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,89 Forest Road S,LARA,VIC,3212,447056756,,,80.0,25/01/2018,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-19,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,15:20,18:30,,,,,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,No,21469
SE-40011642,PR-40004402,South Melbourne OSHClub,OSHCLUB PTY LTD,Centre-Based Care,129 Ferrars St,SOUTHBANK,VIC,3006,448125999,,,142.0,29/01/2018,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Aug-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-18,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,22315
SE-40011652,PR-40017143,Elysium OSHC - Aldercourt,ELYSIUM BRANDS PTY. LTD.,Centre-Based Care,"Aldercourt Primary School, 14b Silver Ave",FRANKSTON NORTH,VIC,3200,,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",24.0,24/01/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-23,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,May-19,9/3/2020,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,20948
SE-40011658,PR-40010973,Happy Turtle Childcare Centre,Happy Turtle Childcare Centre Pty Ltd ATF Happy Turtle Childcare Centre Family Trust,Centre-Based Care,528 Ontario Ave,MILDURA,VIC,3500,350212933,,,70.0,20/03/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Apr-19,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21682
SE-40011664,PR-00001683,Rhonda Davis Kindergarten,Moonee Valley City Council,Centre-Based Care,54 Lake St,AVONDALE HEIGHTS,VIC,3034,392431837,,,33.0,2/2/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-24,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jan-19,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,,,,,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20089
SE-40011747,PR-00002539,Camp Australia - Bridgewood Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,115 Bridge Rd,OFFICER,VIC,3809,434610133,,,150.0,29/01/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-20,30/01/2023,No,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,13:30,18:30,15:15,18:30,13:30,18:30,15:15,18:30,13:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,22006
SE-40011781,PR-00000898,Greenwood Scoresby,G8 Education Limited,Centre-Based Care,40 Lakeview Dr,SCORESBY,VIC,3179,397637489,,"The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces. The approved provider must ensure that children have access to outdoor space located on the lower level of the education and care service as part of their daily program. The Approved Provider must ensure that it complies with the requirements of the Service Improvement Plan; and 
provides the Regulatory Authority with documentation that evidences the components of the Service Improvement Plan have been completed by the dates specified. ?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",90.0,14/06/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-19,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22242
SE-40011803,PR-00001946,Horsham YMCA OSHC,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,59 Dimboola Rd,HORSHAM,VIC,3400,,,,45.0,25/01/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-19,,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,No,21206
SE-40011849,PR-40010982,Buninyong Childcare Centre,Miles of Smilez Pty Ltd,Centre-Based Care,311 Learmonth Street,BUNINYONG,VIC,3357,353412641,,"The approved provider must take reasonable steps to ensure that the nominated supervisor and staff members of, and volunteers at, the service follow the supervision policy for the service. The approved provider must notify the Regulatory Authority within 14 days of any changes to the supervision policy for the service.",100.0,27/03/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-24,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct-19,1/2/2019,Yes,No,No,Yes,Yes,Yes,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20409
SE-40011867,PR-00000898,Greenwood Rowville,G8 Education Limited,Centre-Based Care,1028 Wellington Road,ROWVILLE,VIC,3178,387401140,,,124.0,9/8/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22207
SE-40011879,PR-40013145,Cool Frogs Wodonga,Cool Frogs 1 Pty Ltd as Trustee for Cool Frogs 1 Trust,Centre-Based Care,56 Daintree Way,WEST WODONGA,VIC,3690,414747457,,,86.0,28/03/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22758
SE-40011883,PR-40011145,Derinya PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,1 Overport Rd,FRANKSTON,VIC,3199,402295832,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",97.0,24/01/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-23,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-19,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No,20947
SE-40011934,PR-40010110,Amiga Montessori Cranbourne West,Alamanda Montessori Centre Pty Ltd,Centre-Based Care,85 Everlasting Boulevard,CRANBOURNE WEST,VIC,3977,390024011,,"?€?	The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. ?€?	The Approved Provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",100.0,10/5/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,,Yes,No,No,No,No,Yes,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20666
SE-40011939,PR-40020125,Meraki Early Learning Centre,Meraki Childcare Pty Ltd,Centre-Based Care,101 Manchester Rd,MOOROOLBARK,VIC,3138,397273806,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.",104.0,17/07/2018,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,May-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,23/08/2019,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21755
SE-40011965,PR-40009520,Paisley Park Early Learning Centre Sandringham,Paisley Park Early Learning Centres (VIC) Pty Ltd ATF Paisley Park ELC (VIC) Unit Trust,Centre-Based Care,163 Bay Rd,SANDRINGHAM,VIC,3191,1800724753,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider is required to make arrangements within 3 months of approval being granted with the relevant regional office to arrange attendance when the service will conduct a rehearsal of the emergency and evacuation procedures in accordance with regulation 97(3)(a) of the Education and Care Services National Regulations 2011. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",86.0,21/05/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,2/12/2024,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22234
SE-40011987,PR-40006995,Nino Early Learning Adventures - Ashburton,CHILDBIZ OPERATIONS PTY LTD,Centre-Based Care,356 Warrigal Rd,ASHBURTON,VIC,3147,398139900,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.
",134.0,12/2/2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-24,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-20,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20077
SE-40012023,PR-40011664,Story House Early Learning Epping,Story House Development Pty Ltd,Centre-Based Care,329a Harvest Home Road,EPPING,VIC,3076,03 9409 1563,,"?€?     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: ?€?	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
?€?	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
?€?	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
?€?	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",130.0,9/4/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-24,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Aug-19,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20878
SE-40012053,PR-40009402,Noriter Bilingual Early Learning,Kim & Forday Pty Ltd ATF Forday Family Trust,Centre-Based Care,478 Haughton Road,CLAYTON SOUTH,VIC,3169,395400333,,,42.0,2/3/2018,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-23,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-19,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20570
SE-00016920,PR-40034578,Believe Early Learning Mooroopna,FIRST 7 YEARS PTY LTD,Centre-Based Care,8 MCLENNAN ST,MOOROOPNA,VIC,3629,,,"An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that: 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

a list of the service's emergency contact details 

procedures for monitoring and managing bushfire and grassfire risks and events 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

procedures for notifying families of children enrolled at the service of any closure 

procedures for reviewing and updating the Emergency Management Plan. 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",110.0,12/12/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21756
SE-00016936,PR-40027606,Lil' Angels Early Learning Centre,Lil?€? Angels Early Learning Centre Pty Ltd ATF T&T Phan Family Trust,Centre-Based Care,13 NAVIGATION DR,MELTON,VIC,3337,388041393,,"1.	?€?An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: 
a.	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 
b.	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 
c.	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 
i.	a list of the service's emergency contact details 
ii.	procedures for monitoring and managing bushfire and grassfire risks and events 
iii.	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 
iv.	procedures for notifying families of children enrolled at the service of any closure 
v.	procedures for reviewing and updating the Emergency Management Plan. 
vi.	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",128.0,27/11/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21642
SE-00016942,PR-00009632,KingKids Early Learning Centre and Kindergarten Dandenong,KINGKIDS 6 PTY LTD as trustee for the King Family Trust Number 6,Centre-Based Care,22-26 Hopkins Street,Dandenong,VIC,3175,,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",112.0,19/02/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20707
SE-00016944,PR-00008946,KCH Community Childcare,KYNETON COMMUNITY & LEARNING CENTRE INC,Centre-Based Care,5 Hutton St,KYNETON,VIC,3444,474986302,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that: 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

a list of the service's emergency contact details 

procedures for monitoring and managing bushfire and grassfire risks and events 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

procedures for notifying families of children enrolled at the service of any closure 

procedures for reviewing and updating the Emergency Management Plan. 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request. """,30.0,24/01/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,8:30,15:00,8:30,15:00,8:30,15:00,8:30,15:00,8:30,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21414
